id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros
11588,308.03,2833.94,5,2,2012,-8.92,42.81,25.03,Casa,Media,Branco,54.42,4.98,0.28,Malo,Este,D,8,739050
23461,68.63,21.64,2,1,1996,-8.53,42.27,15.48,Apartamento,Media,Vermello,5.33,18.00,0.04,Bo,Este,D,0,120534
13055,428.32,805.15,6,2,1975,-6.78,43.04,13.51,Chalet adosado,Media,Negro,32.67,12.83,0.59,Regular,Sur,D,10,106838
22957,308.17,68.13,6,2,2016,-7.04,41.95,13.56,Chalet adosado,Media,Branco,74.25,,0.48,Malo,Oeste,D,15,337288
10495,120.83,1737.58,1,2,1945,-7.22,42.53,29.01,Casa,Media,Verde,47.83,14.97,0.65,Malo,Este,D,18,293438
14551,108.09,0.00,1,3,1954,-6.71,43.04,28.24,Apartamento,Media,Verde,12.35,0.05,0.54,Regular,Norte,C,0,57211
1616,120.21,,1,1,1968,-7.51,42.21,12.02,Casa,Media,Azul,28.11,8.27,0.71,Regular,Sur,C,11,197208
3974,30.00,0.00,1,3,1979,-7.98,42.83,8.97,Apartamento,Alta,Vermello,14.33,13.03,0.31,Bo,Este,C,0,50000
28070,64.93,,6,1,1988,-7.46,42.44,15.03,Apartamento,Alta,Branco,0.21,15.13,0.27,Malo,Este,B,0,109520
22757,143.74,762.31,2,1,2017,-8.09,41.81,17.58,Casa,Media,Verde,15.32,14.77,0.55,Bo,Este,F,18,190001
15204,132.32,2.65,1,1,1997,-7.85,42.77,23.28,Apartamento,Baixa,Negro,12.92,0.05,0.58,Bo,Oeste,C,0,52264
28430,90.15,16.41,2,1,1977,-8.66,43.22,15.87,Apartamento,Media,Branco,0.10,0.11,0.19,Regular,Oeste,D,0,116284
21999,62.28,18.72,2,2,1974,-7.09,43.10,16.13,Apartamento,Media,Negro,,12.17,0.25,Malo,Norte,D,0,90038
1562,167.12,32.50,2,3,2003,-8.34,43.07,10.98,Chalet adosado,Baixa,Amarelo,46.12,0.05,0.56,Bo,Este,B,2,141388
23963,317.12,139.90,4,2,1993,-7.80,43.69,23.93,Chalet adosado,Media,Negro,43.58,12.16,0.54,Bo,Este,E,13,390348
9816,259.48,72.43,3,3,2020,-8.93,41.96,13.04,Chalet adosado,Alta,Branco,21.17,0.05,0.56,Malo,Norte,G,3,287139
19436,124.30,0.00,6,3,1955,-8.30,42.88,25.12,Apartamento,Media,Verde,16.53,2.69,,Regular,Norte,B,0,101031
18293,77.75,,1,1,2012,-6.83,43.20,28.62,Apartamento,Alta,Verde,8.07,1.25,0.36,Bo,Sur,B,0,131884
21787,150.18,0.00,4,3,1965,-8.01,42.91,28.25,Apartamento,Media,Vermello,2.90,3.43,0.36,Bo,Sur,F,0,129082
3598,106.64,0.00,6,3,1995,-7.86,42.60,23.64,Apartamento,Media,Branco,11.50,11.97,0.49,Regular,Oeste,D,0,145433
24669,44.76,0.00,3,3,1958,-8.76,43.24,17.77,Apartamento,Alta,Verde,15.77,20.84,0.36,Bo,Sur,D,0,50000
395,146.97,91.89,2,3,1966,-8.29,42.26,10.75,Chalet adosado,Media,Azul,30.90,4.93,0.31,Regular,Oeste,D,13,172634
19423,73.77,2873.91,5,1,2003,-8.65,43.01,25.71,Casa,Baixa,Azul,68.98,6.73,0.03,Bo,Este,D,5,437876
14663,194.98,93.03,3,2,1982,-8.99,42.93,19.04,Chalet adosado,Media,Verde,37.44,6.16,0.56,Regular,Oeste,E,10,306238
28754,286.66,411.23,5,1,1994,-7.80,42.25,22.86,Casa,Media,Negro,45.18,,0.01,Bo,Sur,C,7,419923
4403,39.92,36.51,5,2,1949,-8.29,42.28,21.71,Apartamento,Baixa,Amarelo,0.10,13.47,0.21,Bo,Este,F,0,57138
17955,,0.00,5,1,1998,-7.38,41.84,5.12,Apartamento,Media,Azul,0.10,19.42,0.45,Regular,Norte,F,0,50000
25815,142.99,0.00,3,2,2020,-9.25,43.53,28.86,Apartamento,Media,Amarelo,8.35,5.54,0.40,Regular,Oeste,F,0,165124
8832,,1720.73,5,3,1956,-8.22,42.81,24.24,Casa,Alta,Vermello,44.14,11.32,0.76,Regular,Oeste,B,6,559095
16102,280.54,2008.38,4,1,2003,-8.00,43.68,12.04,Casa,Baixa,Verde,13.53,6.32,0.09,Bo,Este,C,16,479493
25509,138.23,0.00,1,3,1985,-6.88,43.40,29.96,Apartamento,Baixa,Vermello,3.52,1.29,0.05,Bo,Oeste,C,0,101688
18002,124.01,0.00,3,1,1945,-9.18,42.38,20.40,Apartamento,Baixa,Azul,4.56,13.34,0.08,Malo,Este,B,0,85726
5718,81.23,0.05,1,1,1966,-7.88,41.83,28.62,Apartamento,Media,Branco,5.52,1.45,,Bo,Oeste,D,0,112921
23798,165.70,2671.60,3,3,1942,-7.91,41.94,25.76,Casa,Alta,Verde,1.91,0.05,0.34,Bo,Norte,E,10,520489
29757,142.98,0.00,2,2,2006,-8.03,42.75,29.37,Apartamento,Media,Verde,0.10,30.52,0.53,Bo,Oeste,E,0,142295
2058,233.15,497.53,5,2,1952,-7.13,43.74,21.02,Casa,Baixa,Verde,57.31,16.14,0.15,Bo,Oeste,C,0,273679
15598,108.39,0.00,2,2,2023,-7.32,43.08,16.10,Apartamento,Alta,Branco,,4.83,0.16,Regular,Oeste,C,0,50000
22072,230.99,2340.83,5,2,2016,-8.47,42.57,22.11,Casa,Media,Vermello,26.53,15.32,0.32,Bo,Oeste,D,16,594616
13776,192.03,28.65,6,1,1974,-8.97,42.02,26.13,Chalet adosado,Media,Negro,62.37,0.05,0.41,Regular,Oeste,F,3,199464
29389,93.63,2844.29,2,1,2002,-8.43,42.06,19.11,Casa,Baixa,Amarelo,25.84,,0.36,Bo,Norte,D,15,419703
12430,66.11,10.28,4,2,1949,-8.25,42.34,14.08,Apartamento,Media,Negro,10.64,6.52,0.20,Bo,Norte,E,0,96531
29294,75.49,24.65,3,3,2019,-9.10,42.55,16.52,Apartamento,Alta,Amarelo,26.86,5.12,0.21,Bo,Este,G,0,65596
29554,240.17,56.01,2,3,2004,-8.58,43.76,5.02,Chalet adosado,Alta,Branco,62.23,3.77,0.44,Bo,Norte,C,2,430572
26857,146.54,0.00,5,2,1968,-8.19,42.80,26.93,Apartamento,Media,Branco,0.10,2.35,0.07,Regular,Oeste,C,0,141082
22751,114.74,559.77,5,1,1955,-8.62,42.47,6.41,Casa,Media,Azul,35.71,24.30,0.15,Bo,Este,B,8,266123
20113,157.87,25.86,5,3,1978,-7.09,42.67,15.12,Apartamento,Media,Azul,8.79,26.19,0.17,Bo,Sur,G,0,101911
21723,142.59,31.32,4,3,2008,-8.51,42.19,14.26,Apartamento,Baixa,Azul,0.10,20.64,0.49,Bo,Oeste,B,0,137741
4099,47.66,25.00,4,3,2014,-8.06,42.63,14.00,Apartamento,Alta,Negro,8.37,22.64,0.08,Bo,Sur,F,0,66662
26316,220.22,91.14,5,2,1941,-7.80,42.50,11.67,Chalet adosado,Media,Negro,32.86,11.29,0.61,Malo,Oeste,C,15,202515
22800,136.27,491.79,1,1,1944,-8.88,43.05,9.04,Casa,Media,Negro,65.98,14.50,0.70,Bo,Oeste,E,11,214834
29595,129.16,20.62,6,3,2020,-7.86,41.86,28.60,Apartamento,Media,Verde,0.10,2.34,0.31,Malo,Este,A,0,175030
14350,271.19,120.69,5,3,1969,-7.71,43.02,14.09,Chalet adosado,Media,Verde,20.70,23.38,0.41,Regular,Sur,B,3,380132
22030,,3.13,2,1,2023,-8.45,43.17,5.34,Apartamento,Alta,Azul,10.83,8.15,0.03,Bo,Norte,F,0,59230
27382,167.93,145.87,2,3,1972,-7.85,42.15,16.45,Chalet adosado,Media,Verde,50.90,19.22,0.66,Bo,Este,B,15,218299
1409,128.81,41.55,5,1,1992,-8.98,43.66,25.03,Apartamento,Alta,Negro,12.26,0.05,0.58,Bo,Este,A,0,230004
974,253.14,203.19,4,2,1989,-9.07,43.29,7.08,Chalet adosado,Alta,Vermello,70.63,12.22,0.23,Malo,Oeste,F,13,454884
15584,36.05,0.90,3,3,1980,-7.91,43.06,26.37,Apartamento,Media,Verde,17.94,14.92,0.55,Bo,Oeste,E,0,147765
11218,269.64,175.00,2,3,1940,-7.62,43.48,15.38,Chalet adosado,Media,Amarelo,,12.72,0.56,Malo,Sur,C,17,347734
19527,,25.55,4,2,2022,-8.36,42.19,28.73,Apartamento,Media,Azul,14.76,18.68,0.09,Regular,Sur,F,0,66040
8205,,,3,2,1980,-7.53,43.59,17.19,Casa,Alta,Azul,78.67,11.09,0.42,Bo,Norte,C,10,530597
27379,30.00,0.00,2,3,1955,-9.23,42.86,28.57,Apartamento,Media,Verde,14.74,21.12,0.52,Bo,Norte,D,0,50000
17657,293.01,54.49,4,3,1996,-7.89,43.43,24.53,Chalet adosado,Media,Negro,22.53,8.67,0.66,Bo,Este,B,3,329097
3679,128.59,35.95,5,2,1996,-7.37,42.11,15.97,Apartamento,Media,Branco,19.84,3.50,0.09,Bo,Este,G,0,103862
5682,137.22,0.00,5,2,1996,-7.89,42.02,6.92,Apartamento,Media,Negro,15.95,17.22,0.62,Bo,Este,E,0,125791
13716,206.42,,2,2,1969,-9.18,41.90,13.11,Casa,Alta,Amarelo,43.88,14.74,0.61,Bo,Sur,C,12,674211
19778,59.94,0.00,2,1,1984,-7.10,42.10,10.51,Apartamento,Alta,Branco,17.56,6.98,0.46,Bo,Oeste,E,0,81663
10654,257.44,156.69,1,2,1968,-8.95,42.79,23.73,Chalet adosado,Alta,Amarelo,11.60,0.05,0.23,Regular,Este,E,12,449626
23628,119.65,37.63,1,3,1966,-8.43,42.11,13.38,Apartamento,Baixa,Verde,9.18,6.87,,Bo,Este,E,0,107135
7855,72.35,0.00,3,2,1961,-7.41,43.53,11.62,Apartamento,Baixa,Verde,10.48,7.59,0.31,Bo,Sur,D,0,70350
19686,30.34,0.00,3,1,1959,-7.44,43.57,22.69,Apartamento,Media,Amarelo,9.61,17.85,0.40,Bo,Norte,E,0,56430
8213,75.60,220.78,1,1,1998,-7.81,42.24,16.60,Chalet adosado,Media,Branco,47.54,12.50,,Bo,Sur,D,17,109560
27412,207.61,58.77,5,2,1946,-7.74,42.44,22.68,Chalet adosado,Baixa,Negro,31.37,12.17,0.69,Bo,Sur,B,8,163127
595,144.57,0.00,4,2,2011,-7.10,43.18,13.94,Apartamento,Media,Negro,18.29,1.55,0.04,Bo,Sur,F,0,133758
4550,167.99,2271.91,3,2,2006,-9.10,43.25,23.97,Casa,Alta,Verde,,13.94,0.70,Malo,Sur,A,9,662822
19395,247.97,2348.59,4,2,2009,-7.59,42.16,22.53,Casa,Media,Negro,15.14,10.57,0.33,Bo,Sur,B,11,593937
10044,169.33,166.62,3,3,1995,-7.72,43.31,24.52,Chalet adosado,Alta,Vermello,47.10,7.97,,Bo,Este,A,8,254811
20829,67.31,300.20,1,1,1997,-8.63,41.81,26.82,Casa,Alta,Azul,19.48,14.58,0.76,Bo,Sur,G,2,128363
8109,30.00,0.00,6,2,1953,-9.22,42.59,7.03,Apartamento,Baixa,Branco,,12.23,0.51,Regular,Norte,D,0,61125
2474,147.57,2179.12,3,3,1987,-7.91,42.30,29.91,Casa,Media,Azul,64.33,17.27,0.69,Bo,Sur,G,12,338353
6102,139.02,216.56,3,3,1989,-8.78,42.44,21.49,Chalet adosado,Media,Amarelo,,0.27,0.47,Regular,Este,C,1,178596
21729,139.09,0.00,4,3,1949,-7.04,42.23,14.39,Apartamento,Baixa,Negro,4.81,13.57,0.03,Regular,Norte,G,0,117760
1923,213.31,1488.93,1,3,1955,-8.23,42.04,8.65,Casa,Media,Branco,10.91,9.32,0.49,Bo,Oeste,E,17,407086
13385,103.33,175.26,2,1,1948,-8.89,43.70,8.38,Chalet adosado,Alta,Verde,46.26,18.00,0.31,Bo,Norte,D,7,227306
28344,103.38,0.00,3,3,1965,-7.44,42.45,21.15,Apartamento,Baixa,Vermello,16.30,10.62,0.49,Bo,Oeste,B,0,50000
27266,290.49,33.63,5,3,1976,-8.22,42.03,10.42,Casa,Alta,Vermello,40.50,12.05,0.35,Bo,Oeste,E,18,436120
6261,,2865.43,2,3,1979,-7.48,43.36,24.13,Casa,Baixa,Amarelo,72.14,10.30,0.39,Regular,Oeste,C,1,429035
8143,82.59,26.98,1,3,1974,-7.29,42.44,7.21,Apartamento,Media,Azul,18.10,19.30,0.32,Bo,Sur,B,0,66406
20331,30.00,0.00,6,2,1980,-7.85,42.02,7.43,Apartamento,Media,Negro,0.10,7.57,0.19,Bo,Oeste,A,0,88351
17731,133.93,1591.28,1,2,1951,-7.31,42.29,8.85,Casa,Baixa,Amarelo,48.95,15.37,0.34,Malo,Este,B,18,195559
17234,72.99,0.00,1,1,1973,-7.04,43.41,22.08,Apartamento,Alta,Branco,0.10,14.23,0.44,Bo,Oeste,G,0,142477
6197,150.81,19.29,6,3,2002,-8.55,41.98,10.78,Apartamento,Baixa,Branco,19.92,5.44,0.04,Bo,Este,B,0,151965
23225,130.18,173.83,5,2,2008,-9.22,42.20,23.08,Chalet adosado,Alta,Azul,13.57,4.35,0.41,Bo,Sur,D,11,261731
6008,145.67,23.68,5,3,2024,-7.51,41.87,16.17,Apartamento,Media,Negro,12.92,10.01,0.46,Regular,Sur,D,0,130270
962,161.73,,2,2,1998,-8.21,43.33,13.45,Casa,Media,Verde,81.03,10.79,0.41,Bo,Oeste,C,13,380128
25975,145.37,129.69,1,3,2015,-6.74,42.42,14.48,Chalet adosado,Media,Vermello,48.99,0.05,0.16,Bo,Este,A,17,126363
9233,,121.80,2,2,1963,-8.03,43.05,29.65,Chalet adosado,Alta,Azul,28.33,0.05,0.34,Bo,Oeste,D,17,278535
1955,,878.63,6,1,2010,-7.29,42.65,5.93,Casa,Alta,Branco,34.99,14.33,0.74,Regular,Oeste,D,9,397852
6056,272.65,1570.16,2,3,2017,-8.15,42.25,21.75,Casa,Media,Negro,71.50,17.20,0.44,Bo,Norte,B,4,555256
11219,129.48,0.00,1,3,2014,-7.38,42.53,12.69,Apartamento,Alta,Branco,8.42,27.54,0.25,Bo,Sur,C,0,141716
1741,151.54,1.66,1,1,2003,-7.99,43.77,20.80,Apartamento,Alta,Verde,5.75,15.50,0.10,Malo,Oeste,F,0,124572
21461,112.54,98.51,2,2,1972,-7.28,42.95,23.22,Chalet adosado,Alta,Branco,22.48,0.05,,Bo,Sur,C,19,228071
24966,187.96,399.11,1,1,2021,-7.26,43.12,8.77,Casa,Alta,Vermello,62.31,11.92,0.26,Regular,Sur,F,17,284119
15461,232.53,2.36,5,2,1960,-8.22,43.38,5.81,Chalet adosado,Alta,Amarelo,24.01,19.31,0.26,Malo,Sur,A,5,403815
16448,276.87,200.92,5,3,2002,-8.68,42.73,23.31,Chalet adosado,Media,Verde,52.65,6.66,0.68,Regular,Oeste,F,11,334794
12461,181.44,136.49,5,1,1988,-8.43,42.19,29.99,Chalet adosado,Media,Negro,8.33,,0.54,Bo,Oeste,G,3,197152
15684,197.41,760.02,2,2,1944,-7.60,42.64,13.68,Casa,Baixa,Negro,20.49,24.60,0.64,Bo,Este,C,14,243835
16859,72.49,5.43,5,1,2001,-8.29,42.75,15.18,Apartamento,Media,Verde,0.10,23.51,0.15,Bo,Este,C,0,89872
15246,74.59,58.61,6,2,2006,-9.13,42.94,28.12,Apartamento,Media,Azul,8.04,9.19,,Malo,Oeste,E,0,152811
26192,,0.00,2,2,1978,-7.48,41.91,15.85,Apartamento,Alta,Negro,15.49,12.77,0.55,Regular,Norte,D,0,50000
10403,246.20,182.84,4,3,1952,-9.23,42.09,25.65,Chalet adosado,Media,Amarelo,10.57,18.65,0.49,Regular,Este,C,4,380881
19859,61.64,0.00,4,3,1979,-7.44,43.54,7.67,Apartamento,Media,Branco,1.26,12.64,0.47,Bo,Este,F,0,72927
18362,879.83,1693.58,1,2,1952,-8.96,42.72,19.96,Casa,Media,Azul,68.48,14.84,0.32,Bo,Sur,B,17,475819
3193,245.44,2697.80,1,2,1957,-7.68,42.93,14.00,Casa,Alta,Negro,10.90,,0.43,Bo,Sur,E,1,681779
5808,186.82,128.43,1,3,1968,-6.79,43.27,7.48,Chalet adosado,Media,Vermello,12.96,1.75,0.25,Bo,Oeste,G,6,229701
1455,,34.93,3,1,2015,-7.93,43.22,21.38,Apartamento,Media,Amarelo,11.12,18.30,0.38,Regular,Sur,E,0,150535
2654,109.44,2481.48,2,3,2002,-7.87,41.99,22.67,Casa,Media,Azul,27.66,13.68,0.33,Regular,Oeste,F,0,375928
9493,196.54,203.04,1,2,1995,-7.82,43.42,18.86,Chalet adosado,Alta,Branco,53.27,17.93,0.36,Bo,Sur,C,13,333834
11644,166.65,68.20,4,3,2010,-8.90,42.52,14.78,Chalet adosado,Media,Verde,50.79,5.77,0.29,Bo,Norte,D,6,221067
23658,153.07,127.44,6,1,1954,-7.21,42.18,16.50,Chalet adosado,Media,Negro,2.29,15.03,0.50,Malo,Oeste,B,15,216439
8254,256.63,973.70,5,2,1941,-7.35,43.14,24.79,Casa,Media,Negro,6.25,3.94,0.42,Regular,Este,E,10,388326
23019,115.28,4.33,6,2,2011,-8.27,42.11,17.34,Apartamento,Media,Amarelo,9.35,0.05,0.44,Regular,Oeste,A,0,142916
29469,94.47,62.21,6,2,1999,-8.50,43.62,7.94,Apartamento,Baixa,Azul,,21.44,-0.02,Bo,Oeste,G,0,96882
8098,43.87,32.51,6,3,2012,-8.46,43.74,24.58,Apartamento,Media,Branco,17.38,0.05,0.16,Bo,Este,B,0,132464
3099,128.42,0.00,1,2,1976,-8.93,43.04,6.73,Apartamento,Media,Negro,1.03,17.54,0.14,Regular,Norte,G,0,119502
20904,90.54,0.00,3,1,2008,-7.24,42.76,11.64,Apartamento,Alta,Amarelo,11.27,14.36,0.35,Regular,Este,C,0,162400
15132,186.20,242.26,1,3,1986,-6.75,43.00,14.06,Casa,Baixa,Vermello,45.64,1.65,0.07,Regular,Norte,C,18,199013
27991,102.34,14.87,5,1,1998,-7.96,43.50,19.28,Apartamento,Baixa,Negro,34.55,32.64,0.05,Malo,Norte,A,0,93430
6823,146.63,0.00,3,2,1994,-7.58,42.02,20.28,Apartamento,Alta,Azul,9.55,6.42,0.29,Bo,Oeste,D,0,129234
634,47.11,8.98,3,1,1962,-8.63,42.15,18.15,Apartamento,Baixa,Vermello,19.86,1.97,0.28,Regular,Este,G,0,90774
17221,139.70,15.32,2,1,1965,-8.90,42.33,17.52,Chalet adosado,Media,Branco,62.86,5.29,0.35,Malo,Este,A,13,148522
6962,311.33,349.47,1,3,1959,-7.07,42.55,11.64,Casa,Media,Negro,49.54,8.46,0.64,Regular,Este,C,7,304518
23273,95.32,0.34,1,3,1976,-8.42,43.20,19.90,Apartamento,Media,Branco,13.68,13.50,0.13,Bo,Oeste,E,0,143153
17373,236.03,38.19,2,1,1942,-8.03,43.13,27.47,Chalet adosado,Media,Verde,66.64,8.96,0.34,Bo,Este,B,8,331543
12263,64.31,,3,2,1981,-7.76,41.98,30.00,Apartamento,Alta,Verde,3.83,10.65,0.28,Malo,Este,G,0,98400
2941,126.40,0.00,4,2,2024,-7.62,42.59,15.49,Apartamento,Alta,Vermello,14.27,14.97,0.31,Bo,Oeste,D,0,105879
17013,123.69,43.54,1,1,2015,-9.08,42.26,25.83,Apartamento,Alta,Vermello,16.45,12.82,0.11,Bo,Sur,C,0,146763
1033,152.13,0.00,3,3,1966,-9.21,43.19,7.76,Apartamento,Baixa,Branco,11.04,13.48,0.07,Bo,Este,G,0,176153
29591,320.32,1353.89,3,2,1984,-9.19,43.51,22.06,Casa,Baixa,Negro,37.69,0.05,0.47,Bo,Norte,D,0,517013
12907,100.51,35.36,5,3,1973,-8.10,43.37,6.10,Apartamento,Media,Negro,6.55,14.67,0.14,Regular,Oeste,A,0,125939
2424,308.03,156.93,1,3,1950,-8.23,42.89,10.69,Chalet adosado,Media,Negro,,4.75,0.44,Bo,Norte,B,18,422705
22099,184.94,166.75,2,1,1969,-7.62,43.38,6.24,Casa,Media,Vermello,,17.98,,Regular,Sur,F,3,214906
11630,173.03,0.00,3,3,1996,-7.20,42.67,20.43,Apartamento,Alta,Amarelo,4.22,5.03,0.10,Bo,Este,E,0,172405
29317,170.73,0.00,3,1,1958,-7.07,42.08,18.72,Apartamento,Alta,Azul,20.29,0.05,-0.09,Bo,Norte,D,0,162552
15122,98.06,0.00,4,1,1983,-7.10,42.08,26.14,Apartamento,Media,Negro,8.43,17.85,0.16,Bo,Oeste,E,0,107657
18482,36.82,13.02,4,1,1953,-7.59,42.65,13.48,Apartamento,Alta,Amarelo,3.46,7.19,0.28,Malo,Oeste,E,0,88492
28954,246.25,502.96,4,3,2023,-7.56,42.49,21.84,Casa,Media,Verde,23.06,14.53,0.61,Regular,Sur,C,8,299477
15912,155.67,,5,1,1945,-8.78,43.57,15.74,Chalet adosado,Alta,Branco,25.55,0.05,0.09,Bo,Norte,G,7,169622
8600,95.70,0.00,2,3,1954,-7.48,43.56,11.13,Apartamento,Media,Branco,18.75,21.73,0.14,Regular,Sur,B,0,175890
28373,157.34,48.25,2,2,1950,-7.30,41.85,22.58,Chalet adosado,Media,Negro,18.79,13.70,0.77,Bo,Norte,D,16,151384
29559,207.10,2799.93,2,2,1952,-7.48,43.13,23.28,Casa,Alta,Amarelo,41.15,8.71,0.17,Bo,Oeste,B,9,663322
17961,36.32,15.68,6,2,2014,-9.06,41.99,15.36,Apartamento,Alta,Amarelo,10.37,3.51,0.13,Bo,Este,C,0,87463
9746,154.77,,3,1,1984,-8.23,41.95,11.18,Casa,Baixa,Verde,76.45,18.32,0.28,Malo,Sur,D,19,208234
16555,91.03,109.11,4,1,1960,-7.92,43.33,6.55,Chalet adosado,Media,Negro,46.77,3.39,0.72,Bo,Sur,A,11,144645
2883,96.89,9.36,2,3,2014,-9.07,41.87,12.51,Apartamento,Alta,Amarelo,9.29,6.06,-0.02,Bo,Este,B,0,159904
17202,67.68,0.00,6,2,1942,-8.28,43.54,22.63,Apartamento,Media,Amarelo,7.30,19.34,0.11,Bo,Oeste,E,0,63898
21076,141.72,93.33,3,1,2018,-8.43,43.76,20.79,Chalet adosado,Baixa,Amarelo,39.39,2.05,0.53,Bo,Este,F,6,154904
27926,158.30,1965.98,3,1,1979,-8.69,42.81,10.04,Casa,Baixa,Vermello,31.10,0.26,0.42,Malo,Sur,G,11,240900
20753,37.42,0.00,3,1,1946,-9.28,43.37,18.73,Apartamento,Alta,Azul,5.92,2.63,0.23,Bo,Oeste,E,0,68559
13598,126.10,1812.75,4,1,1999,-7.02,42.92,5.34,Casa,Media,Amarelo,36.57,9.93,0.37,Malo,Este,G,8,357504
21566,113.41,46.65,5,1,2002,-7.93,42.71,5.76,Apartamento,Alta,Verde,10.52,10.46,0.43,Bo,Norte,B,0,82605
21110,161.32,0.00,3,1,2022,-8.79,43.24,19.77,Apartamento,Media,Amarelo,23.23,26.38,0.15,Regular,Este,D,0,86846
13974,129.42,186.56,2,1,1981,-7.75,42.72,21.97,Chalet adosado,Baixa,Branco,80.52,7.69,0.73,Malo,Norte,F,7,104722
22516,144.73,590.24,5,3,2023,-8.43,43.43,9.40,Casa,Baixa,Azul,51.71,17.19,0.70,Bo,Este,D,5,247356
1296,30.00,2.86,2,2,2009,-8.74,43.36,25.72,Apartamento,Media,Negro,,16.00,0.04,Malo,Oeste,A,0,57332
8876,93.07,0.00,6,3,2022,-8.00,42.24,8.70,Apartamento,Alta,Vermello,6.92,20.75,0.15,Malo,Sur,A,0,157461
16351,109.56,2393.69,1,2,2021,-7.15,41.93,5.06,Casa,Media,Negro,79.10,6.68,0.20,Bo,Este,C,10,406244
6209,267.91,2381.56,4,3,1984,-6.72,42.24,15.12,Apartamento,Baixa,Branco,40.07,15.54,0.23,Regular,Oeste,G,0,437684
24195,111.00,2068.02,2,1,2004,-6.93,43.14,19.82,Casa,Baixa,Branco,77.63,7.57,0.60,Bo,Sur,E,14,231103
22335,250.77,2852.58,6,3,1963,-8.08,43.78,6.69,Casa,Media,Azul,43.00,,0.34,Bo,Oeste,A,6,865137
14450,169.45,657.34,5,2,2020,-7.29,43.67,22.10,Casa,Media,Verde,10.86,6.56,0.80,Regular,Este,A,4,315858
19827,86.22,1424.45,2,2,1988,-8.08,42.40,11.87,Casa,Alta,Vermello,38.05,20.54,-0.04,Bo,Norte,C,8,338536
7361,115.36,70.42,4,2,2000,-6.87,43.75,29.14,Chalet adosado,Alta,Azul,80.92,17.12,0.35,Bo,Este,C,17,158279
19432,235.79,144.20,6,3,1961,-8.44,43.33,23.06,Chalet adosado,Alta,Azul,1.98,2.11,0.18,Bo,Norte,F,3,376798
25117,81.40,0.26,4,2,2000,-7.66,42.87,5.10,Apartamento,Media,Azul,10.80,8.25,-0.07,Regular,Oeste,E,0,111669
28850,128.23,2401.67,3,1,1959,-8.81,43.05,27.50,Casa,Alta,Vermello,26.53,11.61,0.51,Bo,Oeste,C,19,495788
12222,155.49,2122.39,1,2,1961,-7.43,43.59,9.55,Casa,Media,Verde,51.04,12.40,0.53,Bo,Norte,A,4,425682
5982,198.41,2416.48,4,3,2022,-8.57,42.78,10.40,Casa,Alta,Vermello,28.21,0.67,0.04,Regular,Sur,B,12,670324
23850,137.82,,4,2,1944,-6.93,42.08,10.68,Apartamento,Baixa,Amarelo,9.54,7.40,0.54,Regular,Este,B,0,99202
591,38.95,0.00,6,1,1999,-7.79,42.49,11.03,Apartamento,Media,Azul,13.35,6.43,0.14,Regular,Sur,E,0,79353
19929,277.49,1032.40,2,3,1951,-8.53,42.88,24.17,Casa,Media,Amarelo,52.91,13.58,0.38,Bo,Oeste,D,18,486705
4229,75.17,1.12,1,3,1995,-8.91,43.74,19.90,Apartamento,Media,Verde,11.26,0.05,,Regular,Oeste,F,0,92839
11882,191.20,2315.01,4,3,1998,-8.53,41.88,28.60,Casa,Media,Negro,31.99,6.29,,Malo,Oeste,G,5,434288
24248,151.69,18.48,1,1,1960,-8.74,43.42,15.73,Apartamento,Media,Vermello,5.14,0.05,0.49,Malo,Oeste,G,0,143174
6570,215.70,381.79,2,2,1994,-7.98,43.63,29.49,Casa,Media,Vermello,60.14,15.41,0.19,Bo,Norte,D,18,307264
19635,146.80,0.00,4,2,1974,-8.54,41.98,16.30,Apartamento,Media,Azul,7.64,8.62,-0.09,Bo,Oeste,B,0,203286
19550,157.80,1696.09,6,3,1996,-7.37,41.92,13.62,Casa,Media,Verde,65.46,6.34,0.36,Bo,Oeste,G,18,385612
21106,243.33,1897.43,2,1,1976,-8.19,42.68,29.15,Casa,Baixa,Vermello,30.85,5.29,0.29,Regular,Norte,B,8,470040
5266,153.04,22.94,2,2,1950,-8.41,43.59,20.55,Apartamento,Alta,Verde,11.08,17.57,0.08,Bo,Oeste,B,0,193061
18790,38.97,0.00,2,3,1976,-8.04,42.53,15.38,Apartamento,Alta,Amarelo,13.59,18.63,,Malo,Oeste,A,0,93947
3137,254.97,80.76,6,2,1951,-7.67,42.09,8.20,Chalet adosado,Media,Amarelo,22.63,0.05,0.47,Bo,Este,E,5,277931
12072,204.52,1663.08,5,3,1949,-8.11,42.46,26.17,Casa,Alta,Branco,49.68,0.05,0.34,Bo,Sur,C,0,560488
15978,235.20,,2,1,1979,-8.36,43.29,29.95,Casa,Media,Vermello,19.30,9.71,0.56,Bo,Este,C,4,400911
20372,30.00,119.08,3,1,1987,-9.06,42.65,19.99,Chalet adosado,Media,Vermello,11.10,0.05,0.27,Bo,Norte,D,9,161360
